date,location,latitude,longitude,temperature,humidity,rainfall,wind_speed,air_pressure,co2,source
2024-01-07,Peshawar,34.0151,71.5249,16.8,52.6,5.0,27.7,1013.7,411.9,Satellite Telemetry
2024-01-07,Quetta,30.1798,66.975,12.0,38.2,1.8,26.5,1020.9,396.6,Weather Station
2024-01-07,Multan,30.1575,71.5249,22.5,44.0,0.6,11.8,1014.0,417.6,Sensor Network
2024-01-07,Hyderabad,25.396,68.3578,22.7,69.3,0.0,25.0,1010.7,416.6,Sensor Network
2024-01-07,Faisalabad,31.4504,73.135,21.3,54.5,0.0,10.4,1015.4,426.6,Environmental IoT
2024-01-08,Karachi,24.8607,67.0011,20.9,73.7,0.1,13.9,1011.9,420.3,Weather Station
2024-01-08,Lahore,31.5204,74.3587,20.2,59.9,4.1,14.8,1013.4,420.8,Satellite Telemetry
2024-01-08,Islamabad,33.6844,73.0479,12.5,50.8,1.8,13.3,1017.8,403.9,Satellite Telemetry
2024-01-08,Peshawar,34.0151,71.5249,17.5,52.7,4.5,17.3,1014.9,413.1,Sensor Network
2024-01-08,Quetta,30.1798,66.975,9.3,39.7,0.0,27.5,1016.2,398.5,Satellite Telemetry
2024-01-08,Multan,30.1575,71.5249,21.6,43.7,0.0,22.7,1010.9,420.2,Weather Station
2024-01-08,Hyderabad,25.396,68.3578,21.5,67.6,5.9,14.5,1013.5,414.7,Sensor Network
2024-01-08,Faisalabad,31.4504,73.135,18.7,48.9,0.0,27.6,1010.4,426.2,Weather Station
2024-01-09,Karachi,24.8607,67.0011,20.7,66.6,2.2,20.1,1012.8,415.8,Satellite Telemetry
2024-01-09,Lahore,31.5204,74.3587,20.3,51.7,2.0,24.9,1014.8,422.4,Environmental IoT
2024-01-09,Islamabad,33.6844,73.0479,13.5,48.3,6.5,14.5,1013.1,406.0,Satellite Telemetry
2024-01-09,Peshawar,34.0151,71.5249,16.2,43.6,1.3,12.0,1012.9,409.6,Satellite Telemetry
2024-01-09,Quetta,30.1798,66.975,9.5,32.2,0.0,14.4,1021.7,396.3,Weather Station
2024-01-09,Multan,30.1575,71.5249,23.4,42.3,2.0,10.7,1014.8,422.5,Satellite Telemetry
2024-01-09,Hyderabad,25.396,68.3578,22.9,65.8,2.7,26.7,1014.6,415.8,Sensor Network
2024-01-09,Faisalabad,31.4504,73.135,22.0,51.3,6.7,25.1,1013.8,425.1,Satellite Telemetry
2024-01-10,Karachi,24.8607,67.0011,23.2,67.4,5.0,27.8,1011.1,419.5,Sensor Network
2024-01-10,Lahore,31.5204,74.3587,19.6,54.6,0.4,13.2,1014.1,420.6,Sensor Network
2024-01-10,Islamabad,33.6844,73.0479,15.4,48.9,7.3,10.1,1018.3,407.1,Sensor Network
2024-01-10,Peshawar,34.0151,71.5249,14.1,46.7,1.6,15.9,1015.2,409.8,Environmental IoT
2024-01-10,Quetta,30.1798,66.975,11.3,33.6,0.0,12.2,1020.2,400.9,Weather Station
2024-01-10,Multan,30.1575,71.5249,22.9,48.6,0.7,26.8,1012.9,422.2,Satellite Telemetry
2024-01-10,Hyderabad,25.396,68.3578,22.0,63.2,1.0,11.2,1011.3,413.4,Weather Station
2024-01-10,Faisalabad,31.4504,73.135,18.7,52.2,6.7,10.4,1014.6,421.2,Weather Station
2024-01-11,Karachi,24.8607,67.0011,23.0,69.4,1.5,24.8,1013.2,416.3,Sensor Network
2024-01-11,Lahore,31.5204,74.3587,17.5,59.0,3.0,15.7,1015.2,423.0,Environmental IoT
2024-01-11,Islamabad,33.6844,73.0479,15.3,49.1,4.4,25.9,1016.9,403.8,Environmental IoT
2024-01-11,Peshawar,34.0151,71.5249,14.6,49.3,2.8,25.8,1017.3,412.4,Weather Station
2024-01-11,Quetta,30.1798,66.975,11.6,38.4,0.6,27.7,1019.9,396.5,Satellite Telemetry
2024-01-11,Multan,30.1575,71.5249,21.6,44.3,0.0,22.7,1012.7,419.6,Sensor Network
2024-01-11,Hyderabad,25.396,68.3578,20.2,69.1,4.9,12.6,1014.0,415.9,Sensor Network
2024-01-11,Faisalabad,31.4504,73.135,18.9,51.3,5.0,20.8,1012.9,421.7,Environmental IoT
2024-01-12,Karachi,24.8607,67.0011,21.7,70.7,4.5,16.1,1009.6,420.8,Environmental IoT
2024-01-12,Lahore,31.5204,74.3587,18.3,59.0,0.5,24.4,1016.6,420.3,Environmental IoT
2024-01-12,Islamabad,33.6844,73.0479,13.0,49.6,4.2,17.9,1017.1,405.3,Weather Station
2024-01-12,Peshawar,34.0151,71.5249,16.0,47.7,0.0,19.4,1017.8,409.6,Weather Station
2024-01-12,Quetta,30.1798,66.975,11.0,36.3,0.0,16.2,1019.5,396.9,Environmental IoT
2024-01-12,Multan,30.1575,71.5249,21.4,44.2,3.1,20.1,1010.9,417.4,Satellite Telemetry
2024-01-12,Hyderabad,25.396,68.3578,20.3,65.8,2.0,14.3,1010.6,416.4,Satellite Telemetry
2024-01-12,Faisalabad,31.4504,73.135,20.8,54.4,1.4,26.7,1010.6,423.1,Sensor Network
2024-01-13,Karachi,24.8607,67.0011,23.9,74.9,3.3,10.4,1012.4,415.6,Satellite Telemetry
2024-01-13,Lahore,31.5204,74.3587,19.1,52.8,4.9,19.9,1014.5,423.6,Environmental IoT
2024-01-13,Islamabad,33.6844,73.0479,13.2,51.3,8.4,18.2,1017.3,408.0,Environmental IoT
2024-01-13,Peshawar,34.0151,71.5249,17.0,44.4,1.4,17.9,1013.8,409.3,Weather Station
2024-01-13,Quetta,30.1798,66.975,9.6,38.2,3.7,25.8,1018.6,395.9,Weather Station
2024-01-13,Multan,30.1575,71.5249,22.1,48.9,1.8,23.3,1013.1,419.2,Satellite Telemetry
2024-01-13,Hyderabad,25.396,68.3578,22.0,67.6,4.5,24.9,1011.6,412.9,Weather Station
2024-01-13,Faisalabad,31.4504,73.135,20.9,56.0,5.7,14.5,1014.0,423.4,Environmental IoT
2024-01-14,Karachi,24.8607,67.0011,23.5,72.3,0.0,12.9,1011.8,418.7,Environmental IoT
2024-01-14,Lahore,31.5204,74.3587,20.4,55.6,1.7,25.4,1015.1,422.8,Environmental IoT
2024-01-14,Islamabad,33.6844,73.0479,15.4,45.2,3.1,20.3,1017.8,402.3,Sensor Network
2024-01-14,Peshawar,34.0151,71.5249,17.3,46.2,4.7,19.9,1016.7,411.6,Environmental IoT
2024-01-14,Quetta,30.1798,66.975,11.2,36.5,0.0,21.2,1021.8,398.6,Environmental IoT
2024-01-14,Multan,30.1575,71.5249,24.9,45.8,3.5,22.5,1013.8,420.7,Weather Station
2024-01-14,Hyderabad,25.396,68.3578,21.6,66.6,4.4,25.2,1010.9,413.8,Satellite Telemetry
2024-01-14,Faisalabad,31.4504,73.135,21.7,51.9,2.0,16.3,1011.7,425.1,Environmental IoT
2024-01-15,Karachi,24.8607,67.0011,23.3,65.5,0.0,26.2,1012.6,417.2,Weather Station
2024-01-15,Lahore,31.5204,74.3587,18.2,53.5,6.9,23.4,1015.2,420.8,Weather Station
2024-01-15,Islamabad,33.6844,73.0479,13.0,50.0,6.2,19.0,1016.5,403.9,Sensor Network
2024-01-15,Peshawar,34.0151,71.5249,14.5,43.8,5.7,18.0,1013.4,407.5,Satellite Telemetry
2024-01-15,Quetta,30.1798,66.975,8.4,30.8,4.0,25.2,1016.2,397.9,Satellite Telemetry
2024-01-15,Multan,30.1575,71.5249,24.2,44.1,0.0,24.9,1010.5,420.9,Environmental IoT
2024-01-15,Hyderabad,25.396,68.3578,22.9,63.8,3.5,17.5,1014.3,414.4,Sensor Network
2024-01-15,Faisalabad,31.4504,73.135,20.7,49.5,4.3,22.0,1011.8,424.8,Satellite Telemetry
2024-01-16,Karachi,24.8607,67.0011,23.9,74.9,2.7,23.1,1011.5,419.5,Sensor Network
2024-01-16,Lahore,31.5204,74.3587,18.4,53.5,5.2,11.1,1014.3,421.0,Weather Station
2024-01-16,Islamabad,33.6844,73.0479,14.9,49.8,8.0,16.2,1016.0,405.3,Weather Station
2024-01-16,Peshawar,34.0151,71.5249,15.0,45.7,4.0,13.5,1012.2,411.4,Environmental IoT
2024-01-16,Quetta,30.1798,66.975,10.1,31.8,1.6,17.9,1018.4,398.9,Satellite Telemetry
2024-01-16,Multan,30.1575,71.5249,23.0,48.6,2.0,17.3,1011.7,417.6,Sensor Network
2024-01-16,Hyderabad,25.396,68.3578,20.6,63.0,4.0,17.6,1011.0,412.2,Satellite Telemetry
2024-01-16,Faisalabad,31.4504,73.135,20.7,49.3,1.1,10.9,1014.7,421.9,Environmental IoT
2024-01-17,Karachi,24.8607,67.0011,20.5,68.7,0.6,14.5,1012.9,416.8,Sensor Network
2024-01-17,Lahore,31.5204,74.3587,19.4,59.7,6.0,14.1,1016.3,421.7,Sensor Network
2024-01-17,Islamabad,33.6844,73.0479,13.5,52.2,1.5,17.3,1013.8,402.8,Weather Station
2024-01-17,Peshawar,34.0151,71.5249,17.4,51.0,2.1,11.1,1014.8,409.0,Sensor Network
2024-01-17,Quetta,30.1798,66.975,9.8,39.3,0.0,16.6,1018.1,397.8,Sensor Network
2024-01-17,Multan,30.1575,71.5249,23.8,44.2,5.6,20.8,1014.4,423.0,Weather Station
2024-01-17,Hyderabad,25.396,68.3578,20.0,64.9,3.0,12.3,1014.9,414.6,Satellite Telemetry
2024-01-17,Faisalabad,31.4504,73.135,19.6,47.5,2.3,23.8,1014.3,422.3,Weather Station
2024-01-18,Karachi,24.8607,67.0011,23.8,68.3,5.2,16.9,1010.2,419.2,Weather Station
2024-01-18,Lahore,31.5204,74.3587,18.3,56.8,6.5,23.0,1012.7,424.9,Sensor Network
2024-01-18,Islamabad,33.6844,73.0479,15.3,46.1,8.9,23.0,1017.9,406.3,Satellite Telemetry
2024-01-18,Peshawar,34.0151,71.5249,14.4,51.6,3.4,21.5,1012.1,407.7,Satellite Telemetry
2024-01-18,Quetta,30.1798,66.975,10.1,33.1,0.8,24.3,1022.0,399.2,Environmental IoT
2024-01-18,Multan,30.1575,71.5249,23.0,45.4,3.8,15.4,1012.3,418.0,Environmental IoT
2024-01-18,Hyderabad,25.396,68.3578,22.0,66.6,1.3,22.4,1011.7,412.9,Weather Station
2024-01-18,Faisalabad,31.4504,73.135,20.1,48.0,0.5,12.7,1012.4,425.1,Weather Station
2024-01-19,Karachi,24.8607,67.0011,20.8,73.4,3.4,24.1,1011.9,415.9,Satellite Telemetry
2024-01-19,Lahore,31.5204,74.3587,19.9,54.4,0.0,10.2,1012.4,423.6,Weather Station
2024-01-19,Islamabad,33.6844,73.0479,14.6,47.8,7.2,14.9,1016.8,407.9,Satellite Telemetry
2024-01-19,Peshawar,34.0151,71.5249,16.4,45.9,5.5,15.7,1015.0,408.7,Sensor Network
2024-01-19,Quetta,30.1798,66.975,8.2,36.3,0.0,25.7,1019.3,401.1,Sensor Network
2024-01-19,Multan,30.1575,71.5249,22.0,43.9,0.3,17.1,1009.1,418.8,Environmental IoT
2024-01-19,Hyderabad,25.396,68.3578,22.6,64.3,0.0,10.4,1009.5,412.1,Environmental IoT
2024-01-19,Faisalabad,31.4504,73.135,21.3,56.5,1.8,20.0,1010.7,421.6,Satellite Telemetry
2024-01-20,Karachi,24.8607,67.0011,20.2,66.8,0.1,15.6,1013.3,415.8,Sensor Network
2024-01-20,Lahore,31.5204,74.3587,20.1,57.5,5.2,15.6,1012.2,422.0,Weather Station
2024-01-20,Islamabad,33.6844,73.0479,15.6,45.2,4.3,18.2,1013.6,404.8,Satellite Telemetry
2024-01-20,Peshawar,34.0151,71.5249,15.7,48.9,2.1,10.5,1013.1,409.9,Environmental IoT
2024-01-20,Quetta,30.1798,66.975,9.0,37.5,1.9,20.1,1020.4,397.7,Sensor Network
2024-01-20,Multan,30.1575,71.5249,22.6,45.6,0.0,27.3,1014.8,418.4,Environmental IoT
2024-01-20,Hyderabad,25.396,68.3578,22.4,69.6,5.8,20.9,1010.1,411.3,Environmental IoT
2024-01-20,Faisalabad,31.4504,73.135,20.8,52.1,2.5,10.7,1014.1,427.2,Satellite Telemetry
2024-01-21,Karachi,24.8607,67.0011,20.3,66.6,4.5,24.3,1012.2,417.2,Environmental IoT
2024-01-21,Lahore,31.5204,74.3587,18.9,52.6,4.2,19.4,1015.1,423.2,Satellite Telemetry
2024-01-21,Islamabad,33.6844,73.0479,14.5,47.5,6.3,14.3,1016.1,403.7,Weather Station
2024-01-21,Peshawar,34.0151,71.5249,15.1,47.4,3.1,26.0,1015.3,408.9,Weather Station
2024-01-21,Quetta,30.1798,66.975,10.8,30.2,0.0,20.8,1018.9,397.7,Environmental IoT
2024-01-21,Multan,30.1575,71.5249,24.4,46.0,0.0,18.2,1014.9,418.5,Sensor Network
2024-01-21,Hyderabad,25.396,68.3578,22.3,62.8,5.6,11.3,1010.1,416.5,Weather Station
2024-01-21,Faisalabad,31.4504,73.135,18.0,50.5,6.4,21.8,1010.7,424.2,Satellite Telemetry
2024-01-22,Karachi,24.8607,67.0011,21.1,70.0,4.3,11.1,1009.0,420.8,Satellite Telemetry
2024-01-22,Lahore,31.5204,74.3587,17.4,53.2,0.9,25.6,1012.5,422.6,Satellite Telemetry
2024-01-22,Islamabad,33.6844,73.0479,12.8,48.8,1.4,21.8,1017.9,407.7,Sensor Network
2024-01-22,Peshawar,34.0151,71.5249,17.8,45.4,0.0,25.1,1012.9,409.7,Weather Station
2024-01-22,Quetta,30.1798,66.975,10.3,31.6,0.0,18.8,1016.4,396.0,Weather Station
2024-01-22,Multan,30.1575,71.5249,24.1,47.2,0.0,23.6,1010.0,420.7,Environmental IoT
2024-01-22,Hyderabad,25.396,68.3578,20.3,60.4,1.9,21.7,1014.3,412.9,Environmental IoT
2024-01-22,Faisalabad,31.4504,73.135,19.6,56.4,0.0,14.4,1011.7,424.6,Satellite Telemetry
2024-01-23,Karachi,24.8607,67.0011,23.4,70.8,3.2,20.6,1013.5,418.7,Weather Station
2024-01-23,Lahore,31.5204,74.3587,18.3,50.0,3.9,27.7,1011.8,422.0,Sensor Network
2024-01-23,Islamabad,33.6844,73.0479,12.5,52.8,3.3,13.2,1016.3,407.1,Environmental IoT
2024-01-23,Peshawar,34.0151,71.5249,15.2,47.5,0.0,13.5,1017.5,407.8,Satellite Telemetry
2024-01-23,Quetta,30.1798,66.975,8.0,32.1,3.8,14.0,1021.8,399.6,Environmental IoT
2024-01-23,Multan,30.1575,71.5249,21.0,41.1,2.5,17.6,1012.8,419.4,Weather Station
2024-01-23,Hyderabad,25.396,68.3578,22.8,65.9,2.5,23.1,1014.3,414.2,Weather Station
2024-01-23,Faisalabad,31.4504,73.135,19.5,48.4,5.0,10.9,1015.9,424.1,Weather Station
2024-01-24,Karachi,24.8607,67.0011,21.4,67.7,0.0,19.5,1010.4,416.4,Sensor Network
2024-01-24,Lahore,31.5204,74.3587,17.7,50.1,6.4,20.7,1011.8,422.9,Sensor Network
2024-01-24,Islamabad,33.6844,73.0479,12.1,54.2,4.3,14.3,1013.8,407.6,Weather Station
2024-01-24,Peshawar,34.0151,71.5249,16.7,51.3,0.8,16.5,1017.4,411.4,Satellite Telemetry
2024-01-24,Quetta,30.1798,66.975,9.9,32.2,2.8,11.1,1017.6,396.1,Environmental IoT
2024-01-24,Multan,30.1575,71.5249,21.5,43.0,5.2,23.2,1013.2,422.7,Weather Station
2024-01-24,Hyderabad,25.396,68.3578,21.4,63.9,0.2,21.9,1014.3,415.9,Sensor Network
2024-01-24,Faisalabad,31.4504,73.135,18.1,55.9,0.6,11.8,1013.2,425.9,Environmental IoT
2024-01-25,Karachi,24.8607,67.0011,22.6,74.2,0.0,24.2,1008.6,420.7,Sensor Network
2024-01-25,Lahore,31.5204,74.3587,20.9,52.6,4.5,26.1,1016.6,421.5,Environmental IoT
2024-01-25,Islamabad,33.6844,73.0479,15.0,46.7,2.7,11.9,1016.1,405.9,Sensor Network
2024-01-25,Peshawar,34.0151,71.5249,15.1,43.2,5.4,24.8,1014.2,410.7,Weather Station
2024-01-25,Quetta,30.1798,66.975,8.0,39.1,0.7,18.1,1017.3,401.1,Environmental IoT
2024-01-25,Multan,30.1575,71.5249,24.0,50.0,0.0,18.4,1011.3,421.7,Satellite Telemetry
2024-01-25,Hyderabad,25.396,68.3578,22.0,65.4,0.0,13.9,1014.8,417.1,Environmental IoT
2024-01-25,Faisalabad,31.4504,73.135,20.6,54.1,5.0,17.2,1010.6,422.3,Satellite Telemetry
2024-01-26,Karachi,24.8607,67.0011,22.6,70.3,0.0,27.1,1008.3,417.4,Satellite Telemetry
2024-01-26,Lahore,31.5204,74.3587,18.4,50.4,3.0,13.3,1015.8,422.7,Weather Station
2024-01-26,Islamabad,33.6844,73.0479,13.5,50.4,4.1,22.9,1016.5,408.1,Weather Station
2024-01-26,Peshawar,34.0151,71.5249,17.4,52.7,2.7,15.0,1015.8,407.9,Sensor Network
2024-01-26,Quetta,30.1798,66.975,11.2,34.3,5.0,13.7,1016.3,401.1,Weather Station
2024-01-26,Multan,30.1575,71.5249,22.6,45.8,5.1,18.6,1013.7,421.5,Satellite Telemetry
2024-01-26,Hyderabad,25.396,68.3578,20.5,64.1,5.0,14.9,1009.5,417.2,Satellite Telemetry
2024-01-26,Faisalabad,31.4504,73.135,19.2,52.3,2.1,24.1,1011.5,425.9,Environmental IoT
2024-01-27,Karachi,24.8607,67.0011,21.1,73.0,1.9,18.0,1012.5,416.9,Weather Station
2024-01-27,Lahore,31.5204,74.3587,18.1,56.9,7.0,13.4,1014.4,419.9,Environmental IoT
2024-01-27,Islamabad,33.6844,73.0479,15.9,51.7,7.2,21.4,1017.5,404.4,Sensor Network
2024-01-27,Peshawar,34.0151,71.5249,16.6,52.2,0.5,20.9,1013.7,407.4,Weather Station
2024-01-27,Quetta,30.1798,66.975,8.6,39.9,1.9,18.9,1018.3,400.9,Weather Station
2024-01-27,Multan,30.1575,71.5249,24.3,42.3,1.1,19.2,1011.3,423.3,Weather Station
2024-01-27,Hyderabad,25.396,68.3578,22.4,63.9,4.3,17.5,1013.4,414.8,Sensor Network
2024-01-27,Faisalabad,31.4504,73.135,21.7,47.1,5.2,20.7,1014.9,422.7,Environmental IoT
2024-01-28,Karachi,24.8607,67.0011,24.0,68.8,5.4,14.1,1010.3,418.8,Satellite Telemetry
2024-01-28,Lahore,31.5204,74.3587,17.8,58.6,4.4,10.9,1015.5,421.3,Environmental IoT
2024-01-28,Islamabad,33.6844,73.0479,12.4,46.5,2.7,21.4,1016.2,407.3,Environmental IoT
2024-01-28,Peshawar,34.0151,71.5249,14.9,44.3,0.4,19.2,1015.8,411.4,Satellite Telemetry
2024-01-28,Quetta,30.1798,66.975,8.5,34.2,0.1,24.2,1018.2,399.0,Weather Station
2024-01-28,Multan,30.1575,71.5249,23.7,48.9,2.8,25.6,1011.0,421.4,Weather Station
2024-01-28,Hyderabad,25.396,68.3578,21.8,63.3,4.4,26.3,1014.5,413.5,Environmental IoT
2024-01-28,Faisalabad,31.4504,73.135,18.5,48.8,1.7,17.3,1010.8,423.5,Sensor Network
2024-01-29,Karachi,24.8607,67.0011,22.3,65.8,0.6,15.1,1013.7,415.7,Sensor Network
2024-01-29,Lahore,31.5204,74.3587,19.5,52.3,1.9,12.7,1016.0,421.6,Environmental IoT
2024-01-29,Islamabad,33.6844,73.0479,12.8,46.7,7.9,13.0,1018.4,403.7,Weather Station
2024-01-29,Peshawar,34.0151,71.5249,16.0,51.8,0.0,18.0,1017.3,412.5,Sensor Network
2024-01-29,Quetta,30.1798,66.975,10.8,30.6,1.0,14.8,1017.8,401.1,Weather Station
2024-01-29,Multan,30.1575,71.5249,23.7,48.7,4.8,12.7,1011.1,417.9,Environmental IoT
2024-01-29,Hyderabad,25.396,68.3578,21.7,68.6,0.2,12.3,1013.6,411.9,Satellite Telemetry
2024-01-29,Faisalabad,31.4504,73.135,21.0,56.8,0.0,26.8,1015.1,423.9,Satellite Telemetry
2024-01-30,Karachi,24.8607,67.0011,23.3,70.7,0.0,18.9,1011.4,416.2,Satellite Telemetry
2024-01-30,Lahore,31.5204,74.3587,19.2,58.1,2.1,20.4,1012.3,423.5,Satellite Telemetry
2024-01-30,Islamabad,33.6844,73.0479,14.7,45.3,1.5,23.6,1014.3,406.1,Weather Station
2024-01-30,Peshawar,34.0151,71.5249,16.6,43.4,6.1,15.7,1013.1,411.8,Weather Station
2024-01-30,Quetta,30.1798,66.975,9.2,37.3,0.0,12.0,1019.2,400.8,Satellite Telemetry
2024-01-30,Multan,30.1575,71.5249,23.8,47.5,2.4,26.9,1011.1,419.8,Weather Station
2024-01-30,Hyderabad,25.396,68.3578,20.1,63.7,5.1,24.4,1009.0,415.2,Satellite Telemetry
2024-01-30,Faisalabad,31.4504,73.135,20.0,48.7,0.0,10.9,1014.9,425.9,Weather Station
2024-01-31,Karachi,24.8607,67.0011,22.7,70.0,2.0,13.1,1008.3,415.9,Satellite Telemetry
2024-01-31,Lahore,31.5204,74.3587,19.4,55.6,1.8,27.0,1016.7,421.1,Sensor Network
2024-01-31,Islamabad,33.6844,73.0479,13.4,46.9,9.0,12.9,1013.1,408.0,Satellite Telemetry
2024-01-31,Peshawar,34.0151,71.5249,15.6,43.3,1.0,20.2,1013.5,411.6,Sensor Network
2024-01-31,Quetta,30.1798,66.975,8.4,35.7,0.0,10.4,1017.7,398.2,Sensor Network
2024-01-31,Multan,30.1575,71.5249,22.5,43.4,1.6,18.1,1012.3,418.9,Environmental IoT
2024-01-31,Hyderabad,25.396,68.3578,23.0,60.8,2.1,23.3,1014.7,411.8,Weather Station
2024-01-31,Faisalabad,31.4504,73.135,19.3,54.8,2.0,15.9,1014.7,423.8,Weather Station
2024-02-01,Karachi,24.8607,67.0011,22.3,75.1,0.0,15.5,1009.4,416.0,Sensor Network
2024-02-01,Lahore,31.5204,74.3587,20.3,58.4,7.1,17.9,1016.5,421.3,Sensor Network
2024-02-01,Islamabad,33.6844,73.0479,14.4,56.5,8.7,14.7,1015.3,407.1,Weather Station
2024-02-01,Peshawar,34.0151,71.5249,18.1,47.1,0.0,20.7,1012.9,410.4,Weather Station
