date,location,latitude,longitude,temperature,humidity,rainfall,wind_speed,air_pressure,co2,source
2024-01-09,Hyderabad,25.396,68.3578,21.0,61.2,0.0,17.3,1010.3,414.9,Weather Station
2024-01-09,Faisalabad,31.4504,73.135,18.8,48.4,3.0,27.3,1014.7,422.3,Environmental IoT
2024-01-10,Karachi,24.8607,67.0011,23.6,68.7,0.8,10.0,1012.1,418.6,Sensor Network
2024-01-10,Lahore,31.5204,74.3587,19.5,54.3,1.7,15.9,1013.8,421.4,Weather Station
2024-01-10,Islamabad,33.6844,73.0479,14.2,54.6,8.2,13.1,1018.3,405.1,Weather Station
2024-01-10,Peshawar,34.0151,71.5249,15.6,46.1,0.0,24.6,1012.1,407.2,Satellite Telemetry
2024-01-10,Quetta,30.1798,66.975,11.6,32.1,2.1,18.9,1020.0,400.0,Satellite Telemetry
2024-01-10,Multan,30.1575,71.5249,21.8,41.1,4.3,17.6,1010.2,418.2,Weather Station
2024-01-10,Hyderabad,25.396,68.3578,21.8,68.1,1.4,11.1,1010.9,415.6,Environmental IoT
2024-01-10,Faisalabad,31.4504,73.135,19.9,54.7,0.0,19.5,1012.3,422.7,Satellite Telemetry
2024-01-11,Karachi,24.8607,67.0011,21.7,70.0,0.7,20.9,1013.0,420.4,Satellite Telemetry
2024-01-11,Lahore,31.5204,74.3587,18.5,56.8,0.8,21.6,1012.6,419.9,Sensor Network
2024-01-11,Islamabad,33.6844,73.0479,15.1,51.4,6.6,22.1,1014.5,403.8,Weather Station
2024-01-11,Peshawar,34.0151,71.5249,15.5,46.9,0.4,15.7,1016.0,411.6,Weather Station
2024-01-11,Quetta,30.1798,66.975,8.8,34.7,0.8,22.7,1017.1,398.6,Environmental IoT
2024-01-11,Multan,30.1575,71.5249,23.4,46.4,2.8,14.9,1011.1,423.1,Sensor Network
2024-01-11,Hyderabad,25.396,68.3578,20.7,67.0,0.0,21.2,1009.7,417.0,Environmental IoT
2024-01-11,Faisalabad,31.4504,73.135,21.5,56.8,0.0,14.1,1014.4,421.4,Weather Station
2024-01-12,Karachi,24.8607,67.0011,22.9,72.7,1.9,13.4,1013.3,419.5,Sensor Network
2024-01-12,Lahore,31.5204,74.3587,19.7,55.9,0.3,20.8,1012.6,423.0,Sensor Network
2024-01-12,Islamabad,33.6844,73.0479,13.7,49.0,7.4,22.1,1013.4,407.3,Sensor Network
2024-01-12,Peshawar,34.0151,71.5249,16.9,50.9,6.9,21.8,1014.0,412.7,Environmental IoT
2024-01-12,Quetta,30.1798,66.975,8.4,34.2,1.6,17.8,1021.1,396.4,Sensor Network
2024-01-12,Multan,30.1575,71.5249,23.4,40.1,0.4,27.3,1014.1,418.1,Environmental IoT
2024-01-12,Hyderabad,25.396,68.3578,19.8,63.9,2.5,26.4,1013.8,413.3,Environmental IoT
2024-01-12,Faisalabad,31.4504,73.135,21.6,47.8,2.0,25.7,1010.5,421.3,Environmental IoT
2024-01-13,Karachi,24.8607,67.0011,21.5,65.5,2.0,27.7,1013.3,417.1,Weather Station
2024-01-13,Lahore,31.5204,74.3587,17.6,53.8,0.1,10.2,1014.4,422.5,Weather Station
2024-01-13,Islamabad,33.6844,73.0479,14.2,47.7,2.3,24.0,1016.2,403.2,Weather Station
2024-01-13,Peshawar,34.0151,71.5249,17.7,43.7,2.0,15.6,1015.7,413.1,Weather Station
2024-01-13,Quetta,30.1798,66.975,11.7,30.0,2.8,10.5,1018.3,397.6,Satellite Telemetry
2024-01-13,Multan,30.1575,71.5249,23.9,44.2,2.3,13.6,1009.3,418.0,Environmental IoT
2024-01-13,Hyderabad,25.396,68.3578,19.2,61.2,0.5,10.2,1009.5,417.1,Satellite Telemetry
2024-01-13,Faisalabad,31.4504,73.135,18.5,52.6,0.0,13.3,1010.0,423.9,Sensor Network
2024-01-14,Karachi,24.8607,67.0011,20.4,68.7,3.3,19.0,1011.4,419.6,Satellite Telemetry
2024-01-14,Lahore,31.5204,74.3587,18.6,54.6,0.0,12.9,1012.9,419.6,Satellite Telemetry
2024-01-14,Islamabad,33.6844,73.0479,14.1,50.1,8.2,21.2,1018.5,407.3,Sensor Network
2024-01-14,Peshawar,34.0151,71.5249,14.3,44.3,5.3,14.5,1013.2,409.3,Weather Station
2024-01-14,Quetta,30.1798,66.975,9.3,38.8,1.8,12.3,1016.2,395.9,Sensor Network
2024-01-14,Multan,30.1575,71.5249,23.3,45.7,0.0,22.5,1013.6,417.9,Satellite Telemetry
2024-01-14,Hyderabad,25.396,68.3578,19.1,64.6,1.0,23.8,1013.8,414.4,Weather Station
2024-01-14,Faisalabad,31.4504,73.135,21.0,49.1,6.4,24.9,1010.2,422.5,Weather Station
2024-01-15,Karachi,24.8607,67.0011,21.9,65.7,0.0,15.5,1008.6,417.1,Environmental IoT
2024-01-15,Lahore,31.5204,74.3587,18.3,55.4,3.8,27.5,1014.7,423.4,Environmental IoT
2024-01-15,Islamabad,33.6844,73.0479,13.4,48.6,7.2,17.5,1014.4,405.4,Weather Station
2024-01-15,Peshawar,34.0151,71.5249,15.4,48.4,2.4,20.6,1012.3,407.7,Satellite Telemetry
2024-01-15,Quetta,30.1798,66.975,12.0,36.6,2.8,10.0,1017.5,398.4,Satellite Telemetry
2024-01-15,Multan,30.1575,71.5249,23.6,47.4,3.5,23.0,1012.6,422.3,Weather Station
2024-01-15,Hyderabad,25.396,68.3578,23.0,65.9,5.1,24.3,1013.0,416.0,Weather Station
2024-01-15,Faisalabad,31.4504,73.135,20.1,56.1,4.4,18.2,1010.2,425.8,Weather Station
2024-01-16,Karachi,24.8607,67.0011,23.1,68.9,1.1,20.0,1009.5,418.7,Weather Station
2024-01-16,Lahore,31.5204,74.3587,18.0,58.4,4.9,21.3,1013.4,420.1,Weather Station
2024-01-16,Islamabad,33.6844,73.0479,14.1,53.4,6.5,10.0,1017.9,406.5,Satellite Telemetry
2024-01-16,Peshawar,34.0151,71.5249,17.5,44.8,5.6,25.7,1014.5,410.7,Satellite Telemetry
2024-01-16,Quetta,30.1798,66.975,8.4,35.9,1.7,27.0,1020.2,398.0,Satellite Telemetry
2024-01-16,Multan,30.1575,71.5249,23.7,40.6,0.5,12.4,1013.6,420.0,Satellite Telemetry
2024-01-16,Hyderabad,25.396,68.3578,22.0,67.0,0.2,27.1,1010.8,412.4,Sensor Network
2024-01-16,Faisalabad,31.4504,73.135,21.4,56.0,4.3,12.2,1012.3,425.6,Weather Station
2024-01-17,Karachi,24.8607,67.0011,23.5,70.3,2.6,11.1,1013.6,417.6,Environmental IoT
2024-01-17,Lahore,31.5204,74.3587,20.0,57.8,6.1,11.7,1012.7,424.6,Weather Station
2024-01-17,Islamabad,33.6844,73.0479,12.9,45.7,2.1,16.7,1015.6,406.9,Environmental IoT
2024-01-17,Peshawar,34.0151,71.5249,15.4,49.0,6.2,25.7,1013.3,411.2,Sensor Network
2024-01-17,Quetta,30.1798,66.975,10.6,33.3,0.0,12.1,1021.1,399.9,Sensor Network
2024-01-17,Multan,30.1575,71.5249,21.0,44.6,1.0,12.3,1011.7,418.2,Sensor Network
2024-01-17,Hyderabad,25.396,68.3578,20.8,64.9,5.9,19.9,1013.8,416.8,Environmental IoT
2024-01-17,Faisalabad,31.4504,73.135,19.4,53.0,2.0,14.5,1011.3,421.4,Satellite Telemetry
2024-01-18,Karachi,24.8607,67.0011,22.1,73.6,2.6,19.8,1011.6,417.1,Sensor Network
2024-01-18,Lahore,31.5204,74.3587,18.4,55.5,0.0,18.2,1015.1,422.3,Sensor Network
2024-01-18,Islamabad,33.6844,73.0479,15.2,49.7,4.3,19.2,1016.5,407.0,Satellite Telemetry
2024-01-18,Peshawar,34.0151,71.5249,15.1,43.2,0.0,16.5,1013.8,409.2,Weather Station
2024-01-18,Quetta,30.1798,66.975,8.8,35.1,0.0,25.1,1016.2,398.8,Weather Station
2024-01-18,Multan,30.1575,71.5249,24.6,44.2,0.0,20.8,1011.4,419.8,Sensor Network
2024-01-18,Hyderabad,25.396,68.3578,20.0,62.6,1.4,28.0,1014.1,414.5,Satellite Telemetry
2024-01-18,Faisalabad,31.4504,73.135,18.8,47.5,3.8,11.9,1010.1,422.2,Weather Station
2024-01-19,Karachi,24.8607,67.0011,21.1,71.3,2.3,17.5,1009.3,418.6,Satellite Telemetry
2024-01-19,Lahore,31.5204,74.3587,18.4,56.0,0.9,14.4,1014.3,423.8,Satellite Telemetry
2024-01-19,Islamabad,33.6844,73.0479,15.9,45.2,1.9,14.0,1018.0,404.1,Environmental IoT
2024-01-19,Peshawar,34.0151,71.5249,15.7,46.5,1.4,23.6,1015.4,409.1,Weather Station
2024-01-19,Quetta,30.1798,66.975,8.0,30.4,3.1,12.1,1016.1,400.5,Weather Station
2024-01-19,Multan,30.1575,71.5249,22.4,49.7,5.1,23.9,1014.8,420.3,Weather Station
2024-01-19,Hyderabad,25.396,68.3578,20.1,67.0,5.9,18.6,1009.2,411.6,Environmental IoT
2024-01-19,Faisalabad,31.4504,73.135,21.0,51.2,0.9,26.9,1015.1,423.2,Sensor Network
2024-01-20,Karachi,24.8607,67.0011,20.4,74.6,0.0,23.4,1012.3,420.1,Satellite Telemetry
2024-01-20,Lahore,31.5204,74.3587,19.4,58.6,1.9,26.4,1013.5,422.7,Environmental IoT
2024-01-20,Islamabad,33.6844,73.0479,13.7,52.8,2.7,20.9,1014.6,404.5,Satellite Telemetry
2024-01-20,Peshawar,34.0151,71.5249,16.6,47.7,1.4,13.3,1015.1,412.0,Weather Station
2024-01-20,Quetta,30.1798,66.975,8.7,31.9,0.0,17.0,1021.0,400.4,Environmental IoT
2024-01-20,Multan,30.1575,71.5249,22.2,44.8,3.0,16.4,1009.9,417.8,Weather Station
2024-01-20,Hyderabad,25.396,68.3578,22.0,62.0,4.3,11.1,1013.9,414.8,Sensor Network
2024-01-20,Faisalabad,31.4504,73.135,18.5,55.3,5.7,19.8,1013.4,421.8,Environmental IoT
2024-01-21,Karachi,24.8607,67.0011,22.4,66.9,0.0,16.6,1013.1,415.9,Environmental IoT
2024-01-21,Lahore,31.5204,74.3587,20.9,53.2,6.9,11.4,1014.9,420.0,Sensor Network
2024-01-21,Islamabad,33.6844,73.0479,13.5,52.0,2.7,12.5,1016.8,404.7,Weather Station
2024-01-21,Peshawar,34.0151,71.5249,17.6,49.7,2.5,18.5,1013.0,411.5,Sensor Network
2024-01-21,Quetta,30.1798,66.975,10.6,36.1,5.1,17.6,1016.0,397.0,Sensor Network
2024-01-21,Multan,30.1575,71.5249,23.4,41.1,2.4,24.1,1012.0,418.5,Satellite Telemetry
2024-01-21,Hyderabad,25.396,68.3578,21.3,66.9,1.6,12.7,1010.8,412.4,Environmental IoT
2024-01-21,Faisalabad,31.4504,73.135,18.4,56.1,0.0,15.0,1011.2,421.5,Sensor Network
2024-01-22,Karachi,24.8607,67.0011,21.0,66.9,3.8,19.2,1010.0,415.8,Weather Station
2024-01-22,Lahore,31.5204,74.3587,17.2,52.9,1.3,21.1,1016.0,424.2,Satellite Telemetry
2024-01-22,Islamabad,33.6844,73.0479,15.2,48.3,2.6,19.0,1017.6,406.3,Weather Station
2024-01-22,Peshawar,34.0151,71.5249,14.7,52.4,3.8,14.4,1013.9,409.4,Sensor Network
2024-01-22,Quetta,30.1798,66.975,11.0,35.9,0.0,16.5,1020.2,398.2,Weather Station
2024-01-22,Multan,30.1575,71.5249,23.5,43.3,0.0,27.6,1012.4,421.9,Satellite Telemetry
2024-01-22,Hyderabad,25.396,68.3578,20.2,60.1,5.5,23.9,1011.2,413.2,Sensor Network
2024-01-22,Faisalabad,31.4504,73.135,18.8,53.4,5.2,21.5,1011.0,423.7,Environmental IoT
2024-01-23,Karachi,24.8607,67.0011,22.4,71.0,0.1,25.2,1013.1,417.0,Sensor Network
2024-01-23,Lahore,31.5204,74.3587,18.8,53.5,6.3,10.0,1015.9,423.1,Sensor Network
2024-01-23,Islamabad,33.6844,73.0479,15.2,52.8,2.0,18.2,1018.4,407.4,Weather Station
2024-01-23,Peshawar,34.0151,71.5249,16.9,45.5,4.5,13.5,1013.9,408.1,Weather Station
2024-01-23,Quetta,30.1798,66.975,10.7,39.2,5.0,22.4,1016.8,400.5,Environmental IoT
2024-01-23,Multan,30.1575,71.5249,21.7,47.6,2.3,22.1,1012.0,423.2,Sensor Network
2024-01-23,Hyderabad,25.396,68.3578,21.2,63.0,5.8,20.0,1012.4,415.8,Weather Station
2024-01-23,Faisalabad,31.4504,73.135,21.5,48.5,3.6,17.8,1015.2,425.0,Satellite Telemetry
2024-01-24,Karachi,24.8607,67.0011,20.4,73.8,3.5,23.1,1012.5,419.2,Environmental IoT
2024-01-24,Lahore,31.5204,74.3587,20.1,59.8,0.5,16.2,1013.4,420.4,Sensor Network
2024-01-24,Islamabad,33.6844,73.0479,12.2,52.8,3.6,15.6,1015.3,403.4,Sensor Network
2024-01-24,Peshawar,34.0151,71.5249,15.9,44.0,4.9,28.0,1013.7,409.4,Weather Station
2024-01-24,Quetta,30.1798,66.975,11.8,39.0,1.0,12.7,1019.0,399.4,Sensor Network
2024-01-24,Multan,30.1575,71.5249,21.7,47.3,0.0,20.6,1012.2,421.1,Weather Station
2024-01-24,Hyderabad,25.396,68.3578,22.4,68.7,0.0,16.4,1009.8,415.0,Satellite Telemetry
2024-01-24,Faisalabad,31.4504,73.135,19.3,52.9,5.2,27.5,1014.1,421.4,Environmental IoT
2024-01-25,Karachi,24.8607,67.0011,23.0,65.5,0.0,16.3,1010.7,416.2,Weather Station
2024-01-25,Lahore,31.5204,74.3587,19.5,52.0,4.8,13.5,1015.4,419.7,Environmental IoT
2024-01-25,Islamabad,33.6844,73.0479,13.2,45.5,9.1,16.5,1017.7,403.0,Sensor Network
2024-01-25,Peshawar,34.0151,71.5249,17.5,47.0,0.1,17.5,1013.7,407.7,Environmental IoT
2024-01-25,Quetta,30.1798,66.975,10.1,38.8,0.0,18.9,1021.1,397.7,Environmental IoT
2024-01-25,Multan,30.1575,71.5249,24.5,44.3,1.4,20.7,1010.3,420.9,Environmental IoT
2024-01-25,Hyderabad,25.396,68.3578,23.0,68.0,6.1,15.8,1011.2,416.3,Environmental IoT
2024-01-25,Faisalabad,31.4504,73.135,20.6,51.7,0.0,13.2,1013.4,424.1,Satellite Telemetry
2024-01-26,Karachi,24.8607,67.0011,20.8,73.7,0.0,10.6,1010.5,420.4,Environmental IoT
2024-01-26,Lahore,31.5204,74.3587,17.5,58.0,5.2,16.5,1012.9,420.5,Sensor Network
2024-01-26,Islamabad,33.6844,73.0479,12.9,53.9,8.0,15.1,1015.3,402.7,Environmental IoT
2024-01-26,Peshawar,34.0151,71.5249,14.2,45.7,0.0,12.3,1014.5,407.5,Sensor Network
2024-01-26,Quetta,30.1798,66.975,11.9,38.8,1.4,18.0,1019.2,396.7,Environmental IoT
2024-01-26,Multan,30.1575,71.5249,21.1,45.8,0.0,25.0,1014.1,422.8,Satellite Telemetry
2024-01-26,Hyderabad,25.396,68.3578,20.0,62.9,2.0,11.7,1012.9,415.9,Weather Station
2024-01-26,Faisalabad,31.4504,73.135,20.2,52.5,2.2,25.1,1010.4,425.9,Satellite Telemetry
2024-01-27,Karachi,24.8607,67.0011,24.0,65.2,0.0,27.2,1008.3,415.6,Weather Station
2024-01-27,Lahore,31.5204,74.3587,18.5,53.8,6.2,12.2,1013.1,420.8,Satellite Telemetry
2024-01-27,Islamabad,33.6844,73.0479,15.0,51.0,6.8,26.3,1015.8,407.7,Satellite Telemetry
2024-01-27,Peshawar,34.0151,71.5249,17.4,43.1,0.0,20.2,1017.6,413.1,Sensor Network
2024-01-27,Quetta,30.1798,66.975,9.9,34.3,2.1,11.2,1017.0,396.4,Satellite Telemetry
2024-01-27,Multan,30.1575,71.5249,23.0,44.8,1.9,15.9,1013.7,418.6,Environmental IoT
2024-01-27,Hyderabad,25.396,68.3578,22.4,66.0,0.0,12.6,1012.6,416.7,Sensor Network
2024-01-27,Faisalabad,31.4504,73.135,21.9,47.7,6.6,22.1,1015.4,423.6,Environmental IoT
2024-01-28,Karachi,24.8607,67.0011,20.1,72.7,0.0,13.9,1009.3,419.4,Environmental IoT
2024-01-28,Lahore,31.5204,74.3587,20.8,55.5,4.3,21.8,1015.7,422.0,Satellite Telemetry
2024-01-28,Islamabad,33.6844,73.0479,15.9,45.1,4.0,19.4,1017.0,404.5,Sensor Network
2024-01-28,Peshawar,34.0151,71.5249,17.0,48.9,1.1,13.5,1014.6,410.8,Environmental IoT
2024-01-28,Quetta,30.1798,66.975,11.4,34.8,1.2,22.5,1016.7,396.4,Sensor Network
2024-01-28,Multan,30.1575,71.5249,23.8,49.0,0.0,25.8,1013.7,419.8,Sensor Network
2024-01-28,Hyderabad,25.396,68.3578,19.9,62.4,1.0,10.3,1013.1,416.6,Satellite Telemetry
2024-01-28,Faisalabad,31.4504,73.135,20.3,54.0,3.8,25.8,1012.5,421.7,Sensor Network
2024-01-29,Karachi,24.8607,67.0011,21.9,73.8,0.0,16.9,1008.6,416.3,Satellite Telemetry
2024-01-29,Lahore,31.5204,74.3587,18.0,53.5,0.0,26.2,1013.4,420.6,Weather Station
2024-01-29,Islamabad,33.6844,73.0479,13.9,49.2,8.3,27.7,1015.0,408.3,Weather Station
2024-01-29,Peshawar,34.0151,71.5249,15.0,49.2,1.2,20.5,1014.3,409.9,Environmental IoT
2024-01-29,Quetta,30.1798,66.975,11.4,34.8,2.2,27.5,1020.8,396.9,Satellite Telemetry
2024-01-29,Multan,30.1575,71.5249,21.6,41.0,0.0,27.4,1014.5,423.1,Satellite Telemetry
2024-01-29,Hyderabad,25.396,68.3578,20.2,61.4,5.7,22.0,1012.8,412.1,Weather Station
2024-01-29,Faisalabad,31.4504,73.135,21.6,56.8,4.4,12.5,1010.8,425.5,Weather Station
2024-01-30,Karachi,24.8607,67.0011,23.3,69.3,0.0,21.9,1008.4,416.2,Weather Station
2024-01-30,Lahore,31.5204,74.3587,18.7,52.7,3.6,26.1,1013.5,423.5,Sensor Network
2024-01-30,Islamabad,33.6844,73.0479,13.5,52.7,3.1,12.9,1016.8,404.0,Environmental IoT
2024-01-30,Peshawar,34.0151,71.5249,17.7,44.7,5.8,24.5,1016.1,408.0,Satellite Telemetry
2024-01-30,Quetta,30.1798,66.975,9.3,36.1,0.1,21.7,1020.2,397.4,Sensor Network
2024-01-30,Multan,30.1575,71.5249,24.3,49.5,1.7,22.9,1009.6,422.6,Sensor Network
2024-01-30,Hyderabad,25.396,68.3578,19.2,67.7,2.3,14.9,1010.0,415.5,Sensor Network
2024-01-30,Faisalabad,31.4504,73.135,18.2,49.7,3.4,27.0,1014.4,422.6,Satellite Telemetry
2024-01-31,Karachi,24.8607,67.0011,23.5,70.4,0.0,10.7,1009.0,419.2,Environmental IoT
2024-01-31,Lahore,31.5204,74.3587,17.7,55.5,5.6,11.2,1011.2,419.6,Weather Station
2024-01-31,Islamabad,33.6844,73.0479,13.3,54.2,3.5,16.9,1016.4,406.6,Satellite Telemetry
2024-01-31,Peshawar,34.0151,71.5249,15.3,50.6,5.2,18.3,1016.5,407.9,Sensor Network
2024-01-31,Quetta,30.1798,66.975,10.2,30.6,0.0,15.8,1016.7,397.3,Satellite Telemetry
2024-01-31,Multan,30.1575,71.5249,22.5,49.3,3.2,23.2,1014.8,417.8,Environmental IoT
2024-01-31,Hyderabad,25.396,68.3578,19.9,63.7,3.5,23.4,1011.6,413.9,Environmental IoT
2024-01-31,Faisalabad,31.4504,73.135,19.9,50.2,1.9,20.2,1012.5,421.8,Weather Station
2024-02-01,Karachi,24.8607,67.0011,21.1,78.1,0.0,18.6,1009.2,415.8,Sensor Network
2024-02-01,Lahore,31.5204,74.3587,18.4,54.8,1.7,23.1,1016.8,421.7,Satellite Telemetry
2024-02-01,Islamabad,33.6844,73.0479,16.0,50.6,7.3,24.7,1016.2,402.6,Satellite Telemetry
2024-02-01,Peshawar,34.0151,71.5249,19.0,53.4,3.8,23.8,1017.7,408.2,Environmental IoT
